text,label
['LOCAL PROGRAMMING AND MARKETING AGREEMENT (WQHT HD2)'],License Grant
['MARKETING AND RESELLER AGREEMENT'],Competitive Restriction Exception
['MARKETING AND RESELLER AGREEMENT'],Exclusivity
['MARKETING AND RESELLER AGREEMENT'],Rofr/Rofo/Rofn
['MARKETING AND RESELLER AGREEMENT'],Anti-Assignment
['MARKETING AND RESELLER AGREEMENT'],Minimum Commitment
['MARKETING AND RESELLER AGREEMENT'],Volume Restriction
['MARKETING AND RESELLER AGREEMENT'],License Grant
['MARKETING AND RESELLER AGREEMENT'],Non-Transferable License
['MARKETING AND RESELLER AGREEMENT'],Affiliate License-Licensee
['MARKETING AND RESELLER AGREEMENT'],Post-Termination Services
['MARKETING AND RESELLER AGREEMENT'],Audit Rights
['MARKETING AND RESELLER AGREEMENT'],Uncapped Liability
['MARKETING AND RESELLER AGREEMENT'],Cap On Liability
['MARKETING AND RESELLER AGREEMENT'],Warranty Duration
['MARKETING AND RESELLER AGREEMENT'],Insurance
['JOINT SUPPLY AND MARKETING AGREEMENT'],Exclusivity
['JOINT SUPPLY AND MARKETING AGREEMENT'],Change Of Control
['JOINT SUPPLY AND MARKETING AGREEMENT'],Anti-Assignment
['JOINT SUPPLY AND MARKETING AGREEMENT'],Revenue/Profit Sharing
['JOINT SUPPLY AND MARKETING AGREEMENT'],Post-Termination Services
['JOINT SUPPLY AND MARKETING AGREEMENT'],Audit Rights
['PRODUCT SALE AND MARKETING AGREEMENT'],Non-Compete
['PRODUCT SALE AND MARKETING AGREEMENT'],Exclusivity
['PRODUCT SALE AND MARKETING AGREEMENT'],Rofr/Rofo/Rofn
['PRODUCT SALE AND MARKETING AGREEMENT'],Change Of Control
['PRODUCT SALE AND MARKETING AGREEMENT'],Anti-Assignment
['PRODUCT SALE AND MARKETING AGREEMENT'],Revenue/Profit Sharing
['PRODUCT SALE AND MARKETING AGREEMENT'],Volume Restriction
['PRODUCT SALE AND MARKETING AGREEMENT'],Ip Ownership Assignment
['PRODUCT SALE AND MARKETING AGREEMENT'],License Grant
['PRODUCT SALE AND MARKETING AGREEMENT'],Non-Transferable License
['PRODUCT SALE AND MARKETING AGREEMENT'],Post-Termination Services
['PRODUCT SALE AND MARKETING AGREEMENT'],Audit Rights
['PRODUCT SALE AND MARKETING AGREEMENT'],Cap On Liability
['PRODUCT SALE AND MARKETING AGREEMENT'],Insurance
['PRODUCT SALE AND MARKETING AGREEMENT'],Covenant Not To Sue
['OUTSOURCING AGREEMENT'],Termination For Convenience
['OUTSOURCING AGREEMENT'],Cap On Liability
['Outsourcing Agreement'],Termination For Convenience
['Outsourcing Agreement'],Change Of Control
['Outsourcing Agreement'],Anti-Assignment
['Outsourcing Agreement'],Price Restrictions
['Outsourcing Agreement'],Minimum Commitment
['Outsourcing Agreement'],Ip Ownership Assignment
['Outsourcing Agreement'],License Grant
['Outsourcing Agreement'],Non-Transferable License
['Outsourcing Agreement'],Post-Termination Services
['Outsourcing Agreement'],Audit Rights
['Outsourcing Agreement'],Uncapped Liability
['Outsourcing Agreement'],Cap On Liability
['Outsourcing Agreement'],Warranty Duration
['Outsourcing Agreement'],Insurance
['OUTSOURCING AGREEMENT'],Uncapped Liability
['OUTSOURCING AGREEMENT'],Cap On Liability
['OUTSOURCING AGREEMENT'],Warranty Duration
['COLOGUARD® PROMOTION AGREEMENT'],Exclusivity
['COLOGUARD® PROMOTION AGREEMENT'],Termination For Convenience
['COLOGUARD® PROMOTION AGREEMENT'],Rofr/Rofo/Rofn
['COLOGUARD® PROMOTION AGREEMENT'],Change Of Control
['COLOGUARD® PROMOTION AGREEMENT'],Anti-Assignment
['COLOGUARD® PROMOTION AGREEMENT'],Revenue/Profit Sharing
['COLOGUARD® PROMOTION AGREEMENT'],Minimum Commitment
['COLOGUARD® PROMOTION AGREEMENT'],License Grant
['COLOGUARD® PROMOTION AGREEMENT'],Non-Transferable License
['COLOGUARD® PROMOTION AGREEMENT'],Affiliate License-Licensor
['COLOGUARD® PROMOTION AGREEMENT'],Affiliate License-Licensee
['COLOGUARD® PROMOTION AGREEMENT'],Post-Termination Services
['COLOGUARD® PROMOTION AGREEMENT'],Audit Rights
['COLOGUARD® PROMOTION AGREEMENT'],Uncapped Liability
['COLOGUARD® PROMOTION AGREEMENT'],Cap On Liability
['COLOGUARD® PROMOTION AGREEMENT'],Insurance
['CO-PROMOTION AGREEMENT'],Competitive Restriction Exception
['CO-PROMOTION AGREEMENT'],Non-Compete
['CO-PROMOTION AGREEMENT'],Exclusivity
['CO-PROMOTION AGREEMENT'],No-Solicit Of Employees
['CO-PROMOTION AGREEMENT'],Termination For Convenience
['CO-PROMOTION AGREEMENT'],Change Of Control
['CO-PROMOTION AGREEMENT'],Anti-Assignment
['CO-PROMOTION AGREEMENT'],Revenue/Profit Sharing
['CO-PROMOTION AGREEMENT'],Minimum Commitment
['CO-PROMOTION AGREEMENT'],Ip Ownership Assignment
['CO-PROMOTION AGREEMENT'],License Grant
['CO-PROMOTION AGREEMENT'],Non-Transferable License
['CO-PROMOTION AGREEMENT'],Affiliate License-Licensee
['CO-PROMOTION AGREEMENT'],Audit Rights
['CO-PROMOTION AGREEMENT'],Uncapped Liability
['CO-PROMOTION AGREEMENT'],Cap On Liability
['CO-PROMOTION AGREEMENT'],Liquidated Damages
['CO-PROMOTION AGREEMENT'],Insurance
['CO-PROMOTION AGREEMENT'],Covenant Not To Sue
['PROMOTION AGREEMENT'],Revenue/Profit Sharing
['PROMOTION AGREEMENT'],Competitive Restriction Exception
['PROMOTION AGREEMENT'],Non-Compete
['PROMOTION AGREEMENT'],Exclusivity
['PROMOTION AGREEMENT'],Termination For Convenience
['PROMOTION AGREEMENT'],Rofr/Rofo/Rofn
['PROMOTION AGREEMENT'],Anti-Assignment
['PROMOTION AGREEMENT'],Revenue/Profit Sharing
['PROMOTION AGREEMENT'],License Grant
['PROMOTION AGREEMENT'],Non-Transferable License
['PROMOTION AGREEMENT'],Affiliate License-Licensee
['PROMOTION AGREEMENT'],Post-Termination Services
['PROMOTION AGREEMENT'],Audit Rights
['PROMOTION AGREEMENT'],Uncapped Liability
['PROMOTION AGREEMENT'],Cap On Liability
['PROMOTION AGREEMENT'],Insurance
['RESELLER AGREEMENT'],Exclusivity
['RESELLER AGREEMENT'],Termination For Convenience
['RESELLER AGREEMENT'],Revenue/Profit Sharing
['RESELLER AGREEMENT'],License Grant
['RESELLER AGREEMENT'],Post-Termination Services
['RESELLER AGREEMENT'],Cap On Liability
['WALABOT-HOME RESELLER AGREEMENT'],Termination For Convenience
['WALABOT-HOME RESELLER AGREEMENT'],Anti-Assignment
['WALABOT-HOME RESELLER AGREEMENT'],Minimum Commitment
['WALABOT-HOME RESELLER AGREEMENT'],License Grant
['WALABOT-HOME RESELLER AGREEMENT'],Non-Transferable License
['WALABOT-HOME RESELLER AGREEMENT'],Post-Termination Services
['WALABOT-HOME RESELLER AGREEMENT'],Cap On Liability
['LICENSE AND RESELLER AGREEMENT'],Competitive Restriction Exception
['LICENSE AND RESELLER AGREEMENT'],Non-Compete
['LICENSE AND RESELLER AGREEMENT'],Exclusivity
['LICENSE AND RESELLER AGREEMENT'],Termination For Convenience
['LICENSE AND RESELLER AGREEMENT'],Change Of Control
['LICENSE AND RESELLER AGREEMENT'],Anti-Assignment
['LICENSE AND RESELLER AGREEMENT'],Minimum Commitment
['LICENSE AND RESELLER AGREEMENT'],License Grant
['LICENSE AND RESELLER AGREEMENT'],Non-Transferable License
['LICENSE AND RESELLER AGREEMENT'],Irrevocable Or Perpetual License
['LICENSE AND RESELLER AGREEMENT'],Source Code Escrow
['LICENSE AND RESELLER AGREEMENT'],Post-Termination Services
['LICENSE AND RESELLER AGREEMENT'],Audit Rights
['LICENSE AND RESELLER AGREEMENT'],Uncapped Liability
['LICENSE AND RESELLER AGREEMENT'],Cap On Liability
['LICENSE AND RESELLER AGREEMENT'],Liquidated Damages
['LICENSE AND RESELLER AGREEMENT'],Insurance
['LICENSE AND RESELLER AGREEMENT'],Third Party Beneficiary
['CHANNEL PARTNER RESELLER AGREEMENT'],Exclusivity
['CHANNEL PARTNER RESELLER AGREEMENT'],Anti-Assignment
['CHANNEL PARTNER RESELLER AGREEMENT'],Minimum Commitment
['CHANNEL PARTNER RESELLER AGREEMENT'],Volume Restriction
['CHANNEL PARTNER RESELLER AGREEMENT'],License Grant
['CHANNEL PARTNER RESELLER AGREEMENT'],Non-Transferable License
['CHANNEL PARTNER RESELLER AGREEMENT'],Unlimited/All-You-Can-Eat-License
['CHANNEL PARTNER RESELLER AGREEMENT'],Uncapped Liability
['CHANNEL PARTNER RESELLER AGREEMENT'],Cap On Liability
['CHANNEL PARTNER RESELLER AGREEMENT'],Third Party Beneficiary
['SPONSORSHIP AND SERVICES AGREEMENT'],Competitive Restriction Exception
['SPONSORSHIP AND SERVICES AGREEMENT'],Exclusivity
['SPONSORSHIP AND SERVICES AGREEMENT'],Non-Disparagement
['SPONSORSHIP AND SERVICES AGREEMENT'],Anti-Assignment
['SPONSORSHIP AND SERVICES AGREEMENT'],Minimum Commitment
['SPONSORSHIP AND SERVICES AGREEMENT'],License Grant
['SPONSORSHIP AND SERVICES AGREEMENT'],Non-Transferable License
['SPONSORSHIP AND SERVICES AGREEMENT'],Affiliate License-Licensee
['SPONSORSHIP AND SERVICES AGREEMENT'],Audit Rights
['SPONSORSHIP AND SERVICES AGREEMENT'],Insurance
['SPONSORSHIP AND SERVICES AGREEMENT'],Covenant Not To Sue
['DISTRIBUTION AND SERVICES AGREEMENT'],Anti-Assignment
['DISTRIBUTION AND SERVICES AGREEMENT'],Revenue/Profit Sharing
['DISTRIBUTION AND SERVICES AGREEMENT'],Audit Rights
['TRANSITION SERVICES AGREEMENT'],Termination For Convenience
['TRANSITION SERVICES AGREEMENT'],Anti-Assignment
['TRANSITION SERVICES AGREEMENT'],License Grant
['TRANSITION SERVICES AGREEMENT'],Affiliate License-Licensor
['TRANSITION SERVICES AGREEMENT'],Affiliate License-Licensee
['TRANSITION SERVICES AGREEMENT'],Audit Rights
['TRANSITION SERVICES AGREEMENT'],Cap On Liability
['TRANSITION SERVICES AGREEMENT'],Insurance
"['TRANSFER AND SERVICING AGREEMENT, d']",Change Of Control
"['TRANSFER AND SERVICING AGREEMENT, d']",Anti-Assignment
"['TRANSFER AND SERVICING AGREEMENT, d']",Non-Transferable License
"['TRANSFER AND SERVICING AGREEMENT, d']",Post-Termination Services
"['TRANSFER AND SERVICING AGREEMENT, d']",Audit Rights
"['TRANSFER AND SERVICING AGREEMENT, d']",Cap On Liability
"['TRANSFER AND SERVICING AGREEMENT, d']",Third Party Beneficiary
['JACKSONVILLE JAGUARS SPONSORSHIP AGREEMENT'],License Grant
['EVENT SPONSORSHIP AGREEMENT'],Exclusivity
['EVENT SPONSORSHIP AGREEMENT'],Non-Disparagement
['EVENT SPONSORSHIP AGREEMENT'],Termination For Convenience
['EVENT SPONSORSHIP AGREEMENT'],Anti-Assignment
['EVENT SPONSORSHIP AGREEMENT'],License Grant
['EVENT SPONSORSHIP AGREEMENT'],Non-Transferable License
['EVENT SPONSORSHIP AGREEMENT'],Uncapped Liability
['EVENT SPONSORSHIP AGREEMENT'],Cap On Liability
['EVENT SPONSORSHIP AGREEMENT'],Covenant Not To Sue
['SPONSORSHIP AGREEMENT'],Anti-Assignment
['SPONSORSHIP AGREEMENT'],Insurance
['ODM SUPPLY AGREEMENT'],Competitive Restriction Exception
['ODM SUPPLY AGREEMENT'],Non-Compete
['ODM SUPPLY AGREEMENT'],Exclusivity
['ODM SUPPLY AGREEMENT'],Rofr/Rofo/Rofn
['ODM SUPPLY AGREEMENT'],Change Of Control
['ODM SUPPLY AGREEMENT'],Anti-Assignment
['ODM SUPPLY AGREEMENT'],Minimum Commitment
['ODM SUPPLY AGREEMENT'],Ip Ownership Assignment
['ODM SUPPLY AGREEMENT'],Irrevocable Or Perpetual License
['ODM SUPPLY AGREEMENT'],Warranty Duration
['ODM SUPPLY AGREEMENT'],Insurance
['Corporate Sponsorship Agreement'],Change Of Control
['Corporate Sponsorship Agreement'],Anti-Assignment
['Corporate Sponsorship Agreement'],Volume Restriction
['Corporate Sponsorship Agreement'],License Grant
['Corporate Sponsorship Agreement'],Non-Transferable License
['Corporate Sponsorship Agreement'],Insurance
['Corporate Sponsorship Agreement'],Covenant Not To Sue
['SUPPLY CONTRACT'],Warranty Duration
['SUPPLY CONTRACT'],Insurance
['MASTER SUPPLY AGREEMENT'],Change Of Control
['MASTER SUPPLY AGREEMENT'],Anti-Assignment
['MASTER SUPPLY AGREEMENT'],Uncapped Liability
['MASTER SUPPLY AGREEMENT'],Cap On Liability
['MASTER SUPPLY AGREEMENT'],Insurance
['GLOBAL MASTER SUPPLY AGREEMENT'],Change Of Control
['GLOBAL MASTER SUPPLY AGREEMENT'],Anti-Assignment
['GLOBAL MASTER SUPPLY AGREEMENT'],Minimum Commitment
['GLOBAL MASTER SUPPLY AGREEMENT'],Volume Restriction
['GLOBAL MASTER SUPPLY AGREEMENT'],Audit Rights
['GLOBAL MASTER SUPPLY AGREEMENT'],Cap On Liability
['FORM OF TRADEMARK LICENSE AGREEMENT'],Termination For Convenience
['FORM OF TRADEMARK LICENSE AGREEMENT'],Change Of Control
['FORM OF TRADEMARK LICENSE AGREEMENT'],Anti-Assignment
['FORM OF TRADEMARK LICENSE AGREEMENT'],License Grant
['FORM OF TRADEMARK LICENSE AGREEMENT'],Non-Transferable License
['FORM OF TRADEMARK LICENSE AGREEMENT'],Cap On Liability
['FORM OF TRADEMARK LICENSE AGREEMENT'],Covenant Not To Sue
['FORM OF TRADEMARK LICENSE AGREEMENT'],Change Of Control
['FORM OF TRADEMARK LICENSE AGREEMENT'],Anti-Assignment
['FORM OF TRADEMARK LICENSE AGREEMENT'],License Grant
['FORM OF TRADEMARK LICENSE AGREEMENT'],Affiliate License-Licensor
['FORM OF TRADEMARK LICENSE AGREEMENT'],Affiliate License-Licensee
['FORM OF TRADEMARK LICENSE AGREEMENT'],Audit Rights
['FORM OF TRADEMARK LICENSE AGREEMENT'],Covenant Not To Sue
['TRADEMARK LICENSE AGREEMENT'],Termination For Convenience
['TRADEMARK LICENSE AGREEMENT'],Change Of Control
['TRADEMARK LICENSE AGREEMENT'],Anti-Assignment
['TRADEMARK LICENSE AGREEMENT'],Ip Ownership Assignment
['TRADEMARK LICENSE AGREEMENT'],License Grant
['TRADEMARK LICENSE AGREEMENT'],Non-Transferable License
['TRADEMARK LICENSE AGREEMENT'],Affiliate License-Licensee
['TRADEMARK LICENSE AGREEMENT'],Uncapped Liability
['TRADEMARK LICENSE AGREEMENT'],Cap On Liability
['TRADEMARK LICENSE AGREEMENT'],Covenant Not To Sue
['TRADEMARK LICENSE AGREEMENT'],Termination For Convenience
['TRADEMARK LICENSE AGREEMENT'],Anti-Assignment
['TRADEMARK LICENSE AGREEMENT'],Ip Ownership Assignment
['TRADEMARK LICENSE AGREEMENT'],License Grant
['TRADEMARK LICENSE AGREEMENT'],Non-Transferable License
['TRADEMARK LICENSE AGREEMENT'],Post-Termination Services
['TRADEMARK LICENSE AGREEMENT'],Covenant Not To Sue
['TRADEMARK LICENSE AGREEMENT'],Third Party Beneficiary
['TRADEMARK LICENSE AGREEMENT'],Termination For Convenience
['TRADEMARK LICENSE AGREEMENT'],Anti-Assignment
['TRADEMARK LICENSE AGREEMENT'],License Grant
['TRADEMARK LICENSE AGREEMENT'],Non-Transferable License
['TRADEMARK LICENSE AGREEMENT'],Post-Termination Services
['TRADEMARK LICENSE AGREEMENT'],Third Party Beneficiary
['GAS TRANSPORTATION AGREEMENT'],Exclusivity
['GAS TRANSPORTATION AGREEMENT'],Anti-Assignment
['GAS TRANSPORTATION AGREEMENT'],Volume Restriction
['GAS TRANSPORTATION AGREEMENT'],Audit Rights
['GAS TRANSPORTATION AGREEMENT'],Uncapped Liability
['GAS TRANSPORTATION AGREEMENT'],Cap On Liability
['GAS TRANSPORTATION AGREEMENT'],Covenant Not To Sue
['TRANSPORTATION SERVICE AGREEMENT Contract Identification FT18150'],Volume Restriction
['TRANSPORTATION SERVICES AGREEMENT'],Anti-Assignment
['TRANSPORTATION SERVICES AGREEMENT'],Minimum Commitment
['TRANSPORTATION SERVICES AGREEMENT'],Volume Restriction
['TRANSPORTATION SERVICES AGREEMENT'],Audit Rights
['TRANSPORTATION SERVICES AGREEMENT'],Uncapped Liability
['TRANSPORTATION SERVICES AGREEMENT'],Cap On Liability
['Road Transportation Agreement'],Liquidated Damages
['Road Transportation Agreement'],Insurance
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Non-Compete
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Exclusivity
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Non-Disparagement
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Anti-Assignment
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Revenue/Profit Sharing
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Minimum Commitment
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Ip Ownership Assignment
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Joint Ip Ownership
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",License Grant
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Non-Transferable License
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Post-Termination Services
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Audit Rights
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Uncapped Liability
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Cap On Liability
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Liquidated Damages
"['CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT']",Insurance
['CO-BRANDING AND ADVERTISING AGREEMENT'],Non-Compete
['CO-BRANDING AND ADVERTISING AGREEMENT'],Change Of Control
['CO-BRANDING AND ADVERTISING AGREEMENT'],Anti-Assignment
['CO-BRANDING AND ADVERTISING AGREEMENT'],Revenue/Profit Sharing
['CO-BRANDING AND ADVERTISING AGREEMENT'],Joint Ip Ownership
['CO-BRANDING AND ADVERTISING AGREEMENT'],License Grant
['CO-BRANDING AND ADVERTISING AGREEMENT'],Non-Transferable License
['CO-BRANDING AND ADVERTISING AGREEMENT'],Post-Termination Services
['CO-BRANDING AND ADVERTISING AGREEMENT'],Audit Rights
['CO-BRANDING AND ADVERTISING AGREEMENT'],Uncapped Liability
['CO-BRANDING AND ADVERTISING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Competitive Restriction Exception
['CO-BRANDING AGREEMENT'],Exclusivity
['CO-BRANDING AGREEMENT'],Rofr/Rofo/Rofn
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Non-Transferable License
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING CONTENT AGREEMENT'],Competitive Restriction Exception
['CO-BRANDING CONTENT AGREEMENT'],Non-Compete
['CO-BRANDING CONTENT AGREEMENT'],Exclusivity
['CO-BRANDING CONTENT AGREEMENT'],Change Of Control
['CO-BRANDING CONTENT AGREEMENT'],Anti-Assignment
['CO-BRANDING CONTENT AGREEMENT'],Revenue/Profit Sharing
['CO-BRANDING CONTENT AGREEMENT'],Minimum Commitment
['CO-BRANDING CONTENT AGREEMENT'],License Grant
['CO-BRANDING CONTENT AGREEMENT'],Non-Transferable License
['CO-BRANDING CONTENT AGREEMENT'],Audit Rights
['CO-BRANDING CONTENT AGREEMENT'],Uncapped Liability
['CO-BRANDING CONTENT AGREEMENT'],Cap On Liability
['CO-BRANDING CONTENT AGREEMENT'],Covenant Not To Sue
['CO-BRANDING AGREEMENT'],Non-Compete
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],Revenue/Profit Sharing
['CO-BRANDING AGREEMENT'],Minimum Commitment
['CO-BRANDING AGREEMENT'],Joint Ip Ownership
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Non-Transferable License
['CO-BRANDING AGREEMENT'],Post-Termination Services
['CO-BRANDING AGREEMENT'],Audit Rights
['CO-BRANDING AGREEMENT'],Uncapped Liability
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Covenant Not To Sue
['CO-BRANDING AGREEMENT'],Exclusivity
['CO-BRANDING AGREEMENT'],Termination For Convenience
['CO-BRANDING AGREEMENT'],Change Of Control
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],Volume Restriction
['CO-BRANDING AGREEMENT'],Ip Ownership Assignment
['CO-BRANDING AGREEMENT'],Joint Ip Ownership
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Non-Transferable License
['CO-BRANDING AGREEMENT'],Audit Rights
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Covenant Not To Sue
['CO-BRANDING AGREEMENT'],Competitive Restriction Exception
['CO-BRANDING AGREEMENT'],Non-Compete
['CO-BRANDING AGREEMENT'],No-Solicit Of Customers
['CO-BRANDING AGREEMENT'],Change Of Control
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],Revenue/Profit Sharing
['CO-BRANDING AGREEMENT'],Minimum Commitment
['CO-BRANDING AGREEMENT'],Volume Restriction
['CO-BRANDING AGREEMENT'],Ip Ownership Assignment
['CO-BRANDING AGREEMENT'],Joint Ip Ownership
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Non-Transferable License
['CO-BRANDING AGREEMENT'],Affiliate License-Licensee
['CO-BRANDING AGREEMENT'],Post-Termination Services
['CO-BRANDING AGREEMENT'],Audit Rights
['CO-BRANDING AGREEMENT'],Uncapped Liability
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Termination For Convenience
['CO-BRANDING AGREEMENT'],Change Of Control
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Non-Compete
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],Revenue/Profit Sharing
['CO-BRANDING AGREEMENT'],Minimum Commitment
['CO-BRANDING AGREEMENT'],Volume Restriction
['CO-BRANDING AGREEMENT'],Joint Ip Ownership
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Non-Transferable License
['CO-BRANDING AGREEMENT'],Audit Rights
['CO-BRANDING AGREEMENT'],Uncapped Liability
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Covenant Not To Sue
['CO-BRANDING AGREEMENT'],Competitive Restriction Exception
['CO-BRANDING AGREEMENT'],Non-Compete
['CO-BRANDING AGREEMENT'],Exclusivity
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],Revenue/Profit Sharing
['CO-BRANDING AGREEMENT'],Volume Restriction
['CO-BRANDING AGREEMENT'],Ip Ownership Assignment
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Non-Transferable License
['CO-BRANDING AGREEMENT'],Post-Termination Services
['CO-BRANDING AGREEMENT'],Audit Rights
['CO-BRANDING AGREEMENT'],Uncapped Liability
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Covenant Not To Sue
['CO-BRANDING AGREEMENT'],Competitive Restriction Exception
['CO-BRANDING AGREEMENT'],Non-Compete
['CO-BRANDING AGREEMENT'],Exclusivity
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],Revenue/Profit Sharing
['CO-BRANDING AGREEMENT'],Minimum Commitment
['CO-BRANDING AGREEMENT'],Volume Restriction
['CO-BRANDING AGREEMENT'],Ip Ownership Assignment
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Non-Transferable License
['CO-BRANDING AGREEMENT'],Post-Termination Services
['CO-BRANDING AGREEMENT'],Audit Rights
['CO-BRANDING AGREEMENT'],Uncapped Liability
['CO-BRANDING AGREEMENT'],Cap On Liability
['CO-BRANDING AGREEMENT'],Liquidated Damages
['CO-BRANDING AGREEMENT'],Covenant Not To Sue
['CO-BRANDING AGREEMENT                                      (FORM)'],Non-Compete
['CO-BRANDING AGREEMENT                                      (FORM)'],Termination For Convenience
['CO-BRANDING AGREEMENT                                      (FORM)'],Change Of Control
['CO-BRANDING AGREEMENT                                      (FORM)'],Anti-Assignment
['CO-BRANDING AGREEMENT                                      (FORM)'],Revenue/Profit Sharing
['CO-BRANDING AGREEMENT                                      (FORM)'],License Grant
['CO-BRANDING AGREEMENT                                      (FORM)'],Non-Transferable License
